bill_id,customer_id,restaurant_location,order_date,order_time,day_name,month_name,quarter,service_time_bucket,order_type,payment_method,order_status,refund_reason,total_quantity_ordered,bill_subtotal_amount,tax_amount,total_bill_amount
B1072,C42,milan,13-10-2023,21:00,Friday,October,Q4,Breakfast,Online,,Completed,Late delivery,2,930,194,1665
B1073,C272,MILAN ,27-01-2023,09:24,Friday,January,Q1,Dinner,Online,Cash,Completed,,5,946,125,812
B1074,C559,milan,21-01-2023,11:18,Saturday,January,Q1,Lunch,online,UPI,Completed,,3,1485,113,1064
B1075,C921,Florence,07-12-2024,19:53,Saturday,December,Q4,Breakfast,Dine-In,,Completed,Late delivery,5,731,199,1238
B1076,C592,milan,12-12-2023,14:44,Tuesday,December,Q4,Dinner,DINE IN,UPI,Completed,Late delivery,2,828,75,1307
B1077,C65,Milan,19-06-2023,17:42,Monday,June,Q2,Dinner,dine-in,,Completed,,5,961,115,1504
B1078,C70,MILAN ,13-02-2024,20:06,Tuesday,February,Q1,Dinner,Online,Card,Completed,,4,985,106,1676
B1079,C384,MILAN ,25-07-2022,13:10,Monday,July,Q3,Lunch,DINE IN,Cash,Completed,,5,1234,171,1529
B1080,C818,Rome,09-06-2024,22:15,Sunday,June,Q2,Lunch,Online,UPI,Completed,Late delivery,4,914,30,2252
B1081,C1039,Milan,25-04-2023,15:27,Tuesday,April,Q2,Lunch,DINE IN,,Refunded,,2,1348,62,2238
B1082,C1074,milan,08-09-2023,18:48,Friday,September,Q3,Breakfast,dine-in,UPI,Completed,,3,1923,56,1991
B1083,C940,Rome,10-12-2023,11:29,Sunday,December,Q4,Breakfast,dine-in,Cash,Completed,,3,464,67,833
B1084,C895,Milan,21-02-2023,20:15,Tuesday,February,Q1,Breakfast,DINE IN,UPI,Completed,,2,1005,45,1314
B1085,C436,Rome,18-03-2024,19:24,Monday,March,Q1,Lunch,dine-in,Card,Completed,,3,1862,54,1168
B1086,C580,Florence,01-11-2023,20:55,Wednesday,November,Q4,Lunch,DINE IN,,Refunded,,3,1300,191,1866
B1087,C455,ROME,25-02-2022,11:49,Friday,February,Q1,Breakfast,Online,UPI,Completed,Late delivery,1,1550,173,1889
B1088,C159,Florence,26-03-2024,12:08,Tuesday,March,Q1,Lunch,dine-in,Card,Completed,,4,490,106,1136
B1089,C872,milan,04-01-2023,13:19,Wednesday,January,Q1,Lunch,online,Card,Completed,,2,634,121,1747
B1090,C218,Rome,25-11-2024,21:05,Monday,November,Q4,Lunch,Dine-In,,Completed,,3,563,167,1388
B1091,C932,Milan,26-02-2024,16:41,Monday,February,Q1,Dinner,online,,Completed,,4,829,182,587
B1092,C1029,MILAN ,11-07-2024,21:30,Thursday,July,Q3,Dinner,Online,UPI,Completed,,4,1388,118,2132
B1093,C308,Milan,13-06-2022,14:59,Monday,June,Q2,Dinner,DINE IN,UPI,Completed,Late delivery,5,1790,136,1240
B1094,C952,MILAN ,10-04-2022,09:07,Sunday,April,Q2,Lunch,online,UPI,Completed,Late delivery,6,1056,84,1221
B1095,C607,Milan,23-11-2023,17:17,Thursday,November,Q4,Breakfast,Online,UPI,Completed,,4,964,96,1652
B1096,C229,MILAN ,14-03-2022,20:02,Monday,March,Q1,Dinner,online,Cash,Completed,,5,493,52,1838
B1097,C1011,Rome,24-10-2022,13:22,Monday,October,Q4,Lunch,DINE IN,Cash,Refunded,Late delivery,5,1238,30,506
B1098,C764,Milan,31-10-2023,11:38,Tuesday,October,Q4,Dinner,Dine-In,,Refunded,Late delivery,1,991,183,1884
B1099,C866,Rome,11-09-2023,09:11,Monday,September,Q3,Dinner,Online,Card,Completed,,2,1469,86,970
B1100,C1105,milan,18-11-2024,20:51,Monday,November,Q4,Breakfast,Online,,Completed,,3,1829,196,1943
B1101,C567,ROME,16-01-2023,19:02,Monday,January,Q1,Dinner,online,Cash,Refunded,,3,310,124,774
B1102,C849,Florence,08-02-2022,11:17,Tuesday,February,Q1,Lunch,online,UPI,Completed,,2,337,103,802
B1103,C590,Florence,11-05-2022,20:38,Wednesday,May,Q2,Lunch,DINE IN,,Refunded,Late delivery,3,1408,119,1324
B1104,C703,MILAN ,26-01-2022,14:22,Wednesday,January,Q1,Lunch,dine-in,,Refunded,,2,1390,198,698
B1105,C524,Rome,09-03-2024,09:42,Saturday,March,Q1,Dinner,Dine-In,,Refunded,,1,725,155,1106
B1106,C598,MILAN ,15-09-2023,16:43,Friday,September,Q3,Lunch,Dine-In,Cash,Refunded,Late delivery,2,1578,110,1506
B1107,C851,Milan,02-06-2024,21:18,Sunday,June,Q2,Dinner,online,Cash,Completed,Late delivery,2,1075,175,2293
B1108,C199,Rome,10-09-2022,12:13,Saturday,September,Q3,Breakfast,DINE IN,UPI,Completed,,6,1121,160,1186
B1109,C446,Rome,22-12-2023,18:17,Friday,December,Q4,Lunch,Online,Card,Refunded,Late delivery,6,1860,182,1000
B1110,C1097,ROME,25-10-2024,15:14,Friday,October,Q4,Lunch,online,,Completed,,2,663,122,940
B1111,C1091,MILAN ,07-01-2022,21:29,Friday,January,Q1,Dinner,dine-in,Card,Completed,Late delivery,6,1156,127,1190
B1112,C60,ROME,22-01-2023,12:08,Sunday,January,Q1,Dinner,DINE IN,Card,Refunded,Late delivery,6,1137,25,1015
B1113,C341,ROME,27-05-2023,19:30,Saturday,May,Q2,Dinner,Dine-In,UPI,Completed,Late delivery,5,1917,187,1147
B1114,C396,milan,13-11-2024,16:23,Wednesday,November,Q4,Dinner,dine-in,Cash,Completed,Late delivery,2,960,53,950
B1115,C64,milan,13-05-2022,18:29,Friday,May,Q2,Lunch,dine-in,,Completed,,4,1324,184,577
B1116,C327,milan,10-11-2023,16:46,Friday,November,Q4,Breakfast,Dine-In,Card,Refunded,Late delivery,4,1364,140,2115
B1117,C145,Rome,29-02-2024,13:56,Thursday,February,Q1,Dinner,DINE IN,Card,Refunded,Late delivery,6,1393,26,1248
B1118,C123,MILAN ,11-09-2024,21:25,Wednesday,September,Q3,Dinner,Dine-In,UPI,Completed,Late delivery,5,1588,186,1251
B1119,C255,Milan,27-05-2024,11:54,Monday,May,Q2,Lunch,DINE IN,Card,Refunded,,3,1145,188,1045
B1120,C498,Rome,18-10-2022,12:16,Tuesday,October,Q4,Breakfast,Online,Card,Completed,Late delivery,4,1841,82,1900
B1121,C702,MILAN ,17-06-2023,20:28,Saturday,June,Q2,Lunch,online,UPI,Refunded,,5,373,55,653
B1122,C591,Milan,04-12-2024,12:56,Wednesday,December,Q4,Lunch,DINE IN,UPI,Refunded,,3,1766,60,1512
B1123,C974,Florence,17-09-2023,16:43,Sunday,September,Q3,Lunch,dine-in,Cash,Completed,Late delivery,3,1086,85,1654
B1124,C58,milan,12-04-2023,18:19,Wednesday,April,Q2,Breakfast,DINE IN,Card,Completed,,6,1341,152,1181
B1125,C349,MILAN ,03-09-2024,19:09,Tuesday,September,Q3,Dinner,DINE IN,UPI,Refunded,,4,1293,185,696
B1126,C988,milan,11-12-2024,16:57,Wednesday,December,Q4,Lunch,Dine-In,Card,Completed,,3,722,77,657
B1127,C245,Florence,24-07-2023,12:22,Monday,July,Q3,Lunch,online,Card,Refunded,Late delivery,2,1818,71,1094
B1128,C817,Florence,09-03-2022,10:21,Wednesday,March,Q1,Dinner,Dine-In,UPI,Refunded,Late delivery,6,1401,40,1984
B1129,C915,ROME,25-04-2022,17:15,Monday,April,Q2,Breakfast,Online,Cash,Refunded,Late delivery,2,767,196,1819
B1130,C364,Milan,23-07-2024,18:17,Tuesday,July,Q3,Dinner,Online,Card,Refunded,,6,430,53,1420
B1131,C125,milan,13-09-2023,12:15,Wednesday,September,Q3,Dinner,DINE IN,,Completed,,5,1900,33,1003
B1132,C403,Rome,30-05-2022,10:28,Monday,May,Q2,Breakfast,online,Cash,Completed,Late delivery,5,740,173,1347
B1133,C1166,Milan,07-09-2023,18:27,Thursday,September,Q3,Breakfast,online,Cash,Refunded,Late delivery,5,1847,136,351
B1134,C834,ROME,31-05-2023,13:31,Wednesday,May,Q2,Dinner,dine-in,UPI,Refunded,,5,881,185,963
B1135,C1090,milan,26-06-2023,14:17,Monday,June,Q2,Dinner,DINE IN,UPI,Refunded,,1,1849,66,1348
B1136,C654,ROME,14-01-2022,16:31,Friday,January,Q1,Breakfast,dine-in,Card,Completed,Late delivery,3,493,133,1051
B1137,C397,Milan,10-01-2023,21:14,Tuesday,January,Q1,Breakfast,Online,UPI,Completed,Late delivery,4,510,195,964
B1138,C1170,Florence,07-03-2023,11:20,Tuesday,March,Q1,Breakfast,dine-in,,Completed,,5,1656,60,1016
B1139,C971,Florence,23-11-2024,18:50,Saturday,November,Q4,Lunch,Online,Cash,Completed,,3,1059,57,977
B1140,C725,Florence,15-11-2023,14:28,Wednesday,November,Q4,Lunch,online,,Completed,,4,413,124,1074
B1141,C936,MILAN ,14-10-2022,09:52,Friday,October,Q4,Dinner,dine-in,Cash,Refunded,Late delivery,3,903,115,398
B1142,C876,Rome,22-10-2023,14:35,Sunday,October,Q4,Dinner,dine-in,Cash,Refunded,Late delivery,4,861,47,502
B1143,C329,MILAN ,13-05-2023,20:30,Saturday,May,Q2,Dinner,DINE IN,,Completed,Late delivery,4,1708,200,1347
B1144,C574,ROME,27-05-2023,18:24,Saturday,May,Q2,Breakfast,Dine-In,Card,Refunded,,3,1401,114,1247
B1145,C228,Rome,06-08-2023,11:56,Sunday,August,Q3,Dinner,Dine-In,UPI,Refunded,,2,608,170,962
B1146,C1151,Milan,14-02-2023,16:15,Tuesday,February,Q1,Lunch,DINE IN,UPI,Refunded,Late delivery,3,1712,25,637
B1147,C643,MILAN ,20-05-2022,21:28,Friday,May,Q2,Dinner,dine-in,Cash,Completed,,2,1243,112,1032
B1148,C531,MILAN ,12-02-2023,18:47,Sunday,February,Q1,Breakfast,dine-in,Card,Refunded,,4,1111,144,1984
B1149,C1083,Milan,09-04-2022,17:23,Saturday,April,Q2,Breakfast,DINE IN,,Completed,Late delivery,3,1918,157,1357
B1150,C1178,MILAN ,02-08-2023,19:04,Wednesday,August,Q3,Dinner,Dine-In,Card,Refunded,,5,624,151,2083
B1151,C1176,Rome,29-06-2022,18:41,Wednesday,June,Q2,Breakfast,Dine-In,,Completed,,4,1813,58,1682
B1152,C150,milan,08-11-2023,19:36,Wednesday,November,Q4,Lunch,online,,Completed,,5,901,21,1627
B1153,C39,Milan,09-03-2024,12:20,Saturday,March,Q1,Lunch,dine-in,UPI,Completed,Late delivery,6,1872,103,1440
B1154,C411,ROME,26-07-2024,14:57,Friday,July,Q3,Dinner,DINE IN,Cash,Completed,,2,931,66,556
B1155,C1093,ROME,23-02-2022,22:02,Wednesday,February,Q1,Breakfast,DINE IN,UPI,Completed,,3,771,188,777
B1156,C621,milan,18-02-2023,15:17,Saturday,February,Q1,Breakfast,dine-in,UPI,Completed,,4,552,116,402
B1157,C428,Rome,28-06-2024,09:28,Friday,June,Q2,Lunch,online,Cash,Completed,,5,1968,51,540
B1158,C1038,ROME,25-12-2022,20:33,Sunday,December,Q4,Breakfast,dine-in,Cash,Completed,,6,1538,111,1885
B1159,C851,milan,11-10-2023,12:05,Wednesday,October,Q4,Dinner,Online,,Completed,Late delivery,1,1235,24,364
B1160,C861,Rome,18-02-2024,22:06,Sunday,February,Q1,Lunch,Online,UPI,Completed,,6,915,78,1786
B1161,C799,Rome,22-06-2022,09:17,Wednesday,June,Q2,Dinner,Online,Card,Completed,,2,1456,22,612
B1162,C319,milan,28-11-2024,20:30,Thursday,November,Q4,Breakfast,Dine-In,Cash,Refunded,Late delivery,3,1061,178,1199
B1163,C859,milan,19-11-2022,11:59,Saturday,November,Q4,Dinner,dine-in,Cash,Completed,,2,361,147,767
B1164,C827,Florence,19-09-2023,14:58,Tuesday,September,Q3,Lunch,DINE IN,UPI,Completed,,3,358,140,420
B1165,C835,Milan,23-10-2022,17:24,Sunday,October,Q4,Dinner,DINE IN,Cash,Completed,,1,1014,77,538
B1166,C136,Milan,09-05-2024,16:29,Thursday,May,Q2,Lunch,DINE IN,,Completed,Late delivery,6,301,99,1325
B1167,C527,milan,19-08-2024,14:42,Monday,August,Q3,Dinner,Online,Card,Completed,,6,1469,70,607
B1168,C1055,milan,26-03-2023,21:09,Sunday,March,Q1,Breakfast,Dine-In,Card,Refunded,,3,1559,46,861
B1169,C514,milan,09-04-2023,20:42,Sunday,April,Q2,Lunch,Online,,Refunded,Late delivery,5,1358,167,2159
B1170,C270,MILAN ,01-07-2023,15:23,Saturday,July,Q3,Dinner,dine-in,Card,Refunded,,6,398,70,723
B1171,C293,Florence,30-01-2022,09:53,Sunday,January,Q1,Breakfast,dine-in,,Completed,,5,1284,143,2106
B1172,C385,Florence,06-12-2023,22:52,Wednesday,December,Q4,Dinner,online,,Completed,,5,838,159,1250
B1173,C573,Florence,30-08-2022,21:32,Tuesday,August,Q3,Lunch,Online,Cash,Completed,,4,1881,160,1284
B1174,C702,ROME,17-07-2022,13:04,Sunday,July,Q3,Lunch,online,Card,Refunded,,1,765,137,2049
B1175,C247,ROME,16-08-2022,20:18,Tuesday,August,Q3,Breakfast,Online,UPI,Completed,,5,469,149,723
B1176,C1047,milan,25-03-2024,11:53,Monday,March,Q1,Dinner,dine-in,Card,Completed,Late delivery,6,1024,154,1580
B1177,C1153,ROME,07-11-2022,17:03,Monday,November,Q4,Dinner,Online,Cash,Refunded,Late delivery,2,1066,60,555
B1178,C464,Florence,06-12-2022,11:34,Tuesday,December,Q4,Dinner,online,Cash,Completed,,4,907,119,2195
B1179,C863,Rome,04-12-2024,16:20,Wednesday,December,Q4,Breakfast,Online,Card,Completed,,6,1438,191,988
B1180,C137,Milan,04-03-2023,21:26,Saturday,March,Q1,Breakfast,dine-in,,Completed,,4,1910,60,1673
B1181,C801,ROME,08-05-2024,12:15,Wednesday,May,Q2,Lunch,Dine-In,Cash,Completed,,4,552,169,2284
B1182,C422,Rome,07-11-2022,11:43,Monday,November,Q4,Lunch,Online,Card,Refunded,,5,937,154,560
B1183,C476,Florence,22-08-2024,16:19,Thursday,August,Q3,Breakfast,DINE IN,,Completed,,6,999,89,2294
B1184,C782,MILAN ,25-03-2022,10:40,Friday,March,Q1,Lunch,online,Cash,Refunded,Late delivery,4,1853,94,810
B1185,C212,Milan,06-12-2024,20:38,Friday,December,Q4,Dinner,Online,Cash,Refunded,,6,1185,127,466
B1186,C574,Florence,04-08-2022,20:17,Thursday,August,Q3,Lunch,DINE IN,UPI,Completed,Late delivery,3,1030,41,376
B1187,C995,milan,27-07-2022,18:31,Wednesday,July,Q3,Breakfast,DINE IN,,Refunded,,1,1899,144,1498
B1188,C1063,Florence,09-02-2024,15:02,Friday,February,Q1,Dinner,Dine-In,Card,Refunded,,1,1864,81,1088
B1189,C807,Florence,13-05-2024,20:02,Monday,May,Q2,Lunch,online,,Refunded,Late delivery,1,1116,180,1874
B1190,C53,milan,03-06-2024,18:11,Monday,June,Q2,Breakfast,Online,Card,Completed,,1,1793,136,2089
B1191,C735,Florence,04-06-2023,14:22,Sunday,June,Q2,Breakfast,Online,,Completed,,4,1731,182,888
B1192,C429,ROME,25-11-2022,21:55,Friday,November,Q4,Dinner,Online,,Completed,,4,482,105,1070
B1193,C649,MILAN ,12-04-2023,10:58,Wednesday,April,Q2,Dinner,Dine-In,,Completed,Late delivery,4,1609,67,1899
B1194,C415,MILAN ,23-02-2024,22:45,Friday,February,Q1,Lunch,Online,UPI,Completed,,2,645,102,382
B1195,C389,ROME,17-08-2022,13:58,Wednesday,August,Q3,Dinner,DINE IN,UPI,Refunded,Late delivery,2,1115,178,1774
B1196,C407,Milan,05-06-2022,10:45,Sunday,June,Q2,Dinner,online,UPI,Completed,Late delivery,3,1391,110,1162
B1197,C789,Milan,30-09-2022,22:47,Friday,September,Q3,Lunch,DINE IN,Card,Completed,,4,1991,30,853
B1198,C561,Milan,14-11-2022,16:14,Monday,November,Q4,Dinner,dine-in,Cash,Completed,,6,1962,75,647
B1199,C608,milan,26-01-2022,09:54,Wednesday,January,Q1,Dinner,online,,Completed,Late delivery,5,1463,69,1194
B1200,C1063,ROME,17-01-2023,15:40,Tuesday,January,Q1,Dinner,online,UPI,Refunded,,3,1183,114,1096
B1201,C656,ROME,26-04-2023,14:04,Wednesday,April,Q2,Dinner,dine-in,UPI,Refunded,,5,1485,52,547
B1202,C975,ROME,05-11-2024,14:06,Tuesday,November,Q4,Dinner,dine-in,UPI,Refunded,Late delivery,6,1434,77,1302
B1203,C1177,Milan,06-07-2023,16:39,Thursday,July,Q3,Lunch,online,,Completed,,1,1446,134,1494
B1204,C712,Rome,28-04-2022,22:45,Thursday,April,Q2,Breakfast,Dine-In,UPI,Completed,Late delivery,3,1466,84,2290
B1205,C1006,Rome,26-02-2022,20:48,Saturday,February,Q1,Breakfast,online,Cash,Refunded,,3,1402,198,1731
B1206,C677,milan,16-09-2023,18:51,Saturday,September,Q3,Dinner,online,Cash,Refunded,Late delivery,5,944,21,1598
B1207,C734,ROME,19-04-2022,10:49,Tuesday,April,Q2,Breakfast,DINE IN,Card,Refunded,,6,630,69,859
B1208,C372,Milan,03-01-2023,19:59,Tuesday,January,Q1,Lunch,Dine-In,UPI,Completed,,4,1475,199,2293
B1209,C835,Rome,04-03-2024,20:30,Monday,March,Q1,Breakfast,Online,Cash,Completed,,3,663,130,2150
B1210,C1024,Milan,01-06-2023,11:16,Thursday,June,Q2,Lunch,dine-in,Cash,Completed,Late delivery,6,467,106,1275
B1211,C1073,MILAN ,12-07-2022,09:56,Tuesday,July,Q3,Dinner,Dine-In,Card,Refunded,,1,645,20,1433
B1212,C10,MILAN ,26-01-2022,15:19,Wednesday,January,Q1,Breakfast,DINE IN,UPI,Completed,,2,1603,178,1370
B1213,C1097,milan,08-01-2023,14:06,Sunday,January,Q1,Dinner,dine-in,UPI,Refunded,,4,1746,65,1389
B1214,C912,Milan,01-11-2022,18:02,Tuesday,November,Q4,Dinner,Dine-In,UPI,Completed,,3,1698,66,1558
B1215,C343,Milan,27-11-2024,16:12,Wednesday,November,Q4,Dinner,dine-in,UPI,Completed,Late delivery,5,1096,134,2283
B1216,C1136,Milan,27-08-2022,14:15,Saturday,August,Q3,Lunch,dine-in,Cash,Completed,,4,385,111,470
B1217,C203,ROME,10-09-2024,10:42,Tuesday,September,Q3,Dinner,Online,,Refunded,Late delivery,2,878,102,627
B1218,C406,MILAN ,06-07-2024,19:27,Saturday,July,Q3,Lunch,online,,Completed,,1,1306,46,1008
B1219,C797,MILAN ,18-09-2024,16:50,Wednesday,September,Q3,Lunch,Dine-In,Card,Completed,,3,1503,166,1461
B1220,C643,Florence,22-12-2022,09:34,Thursday,December,Q4,Breakfast,Dine-In,UPI,Completed,,3,1401,33,2037
B1221,C1042,ROME,07-06-2024,22:11,Friday,June,Q2,Dinner,Online,Card,Completed,,4,680,76,1809
B1222,C150,Florence,18-10-2023,12:31,Wednesday,October,Q4,Breakfast,DINE IN,Card,Completed,,2,1711,49,2242
B1223,C10,milan,18-08-2023,19:52,Friday,August,Q3,Lunch,dine-in,,Completed,,4,391,59,640
B1224,C529,Rome,20-05-2023,19:36,Saturday,May,Q2,Dinner,Online,Cash,Refunded,Late delivery,3,1138,196,370
B1225,C848,Rome,01-05-2024,13:53,Wednesday,May,Q2,Breakfast,online,UPI,Refunded,,6,1718,121,435
B1226,C264,Florence,08-07-2024,20:14,Monday,July,Q3,Breakfast,Dine-In,Card,Completed,,1,675,157,1020
B1227,C526,Florence,09-12-2022,20:59,Friday,December,Q4,Dinner,online,UPI,Refunded,,3,1467,86,572
B1228,C809,milan,02-09-2022,10:35,Friday,September,Q3,Lunch,dine-in,Cash,Refunded,,4,1280,47,578
B1229,C78,Rome,14-04-2023,11:05,Friday,April,Q2,Dinner,Dine-In,Cash,Completed,Late delivery,3,1197,56,1255
B1230,C1032,milan,26-03-2022,21:13,Saturday,March,Q1,Dinner,Online,Card,Refunded,,2,999,84,2237
B1231,C718,Rome,26-12-2022,12:57,Monday,December,Q4,Dinner,Dine-In,,Completed,,3,1335,36,811
B1232,C399,MILAN ,12-01-2023,19:46,Thursday,January,Q1,Lunch,Dine-In,,Completed,,5,1382,93,1490
B1233,C294,ROME,26-11-2022,14:03,Saturday,November,Q4,Breakfast,Dine-In,,Refunded,Late delivery,1,1566,63,1832
B1234,C759,Milan,21-10-2023,11:57,Saturday,October,Q4,Breakfast,dine-in,Card,Completed,,5,419,119,1924
B1235,C460,Florence,03-09-2022,09:36,Saturday,September,Q3,Dinner,Dine-In,Card,Refunded,,5,1620,118,928
B1236,C921,Florence,03-03-2024,12:43,Sunday,March,Q1,Lunch,DINE IN,UPI,Completed,Late delivery,4,1281,59,1280
B1237,C459,milan,08-01-2024,13:40,Monday,January,Q1,Dinner,dine-in,,Completed,,3,1815,25,1234
B1238,C295,Milan,07-09-2023,16:26,Thursday,September,Q3,Dinner,DINE IN,Cash,Completed,,6,1022,73,2278
B1239,C863,Rome,11-04-2024,16:46,Thursday,April,Q2,Lunch,online,,Completed,,3,967,190,1166
B1240,C1086,milan,30-09-2022,12:13,Friday,September,Q3,Dinner,dine-in,Cash,Refunded,Late delivery,5,1044,138,1472
B1241,C768,Florence,16-04-2024,13:13,Tuesday,April,Q2,Lunch,dine-in,,Completed,Late delivery,6,1226,96,2202
B1242,C105,milan,24-04-2024,12:21,Wednesday,April,Q2,Dinner,dine-in,,Refunded,,2,1207,26,1771
B1243,C791,ROME,27-02-2023,19:11,Monday,February,Q1,Lunch,DINE IN,Cash,Refunded,,5,1901,70,658
B1244,C649,Rome,22-04-2024,12:55,Monday,April,Q2,Dinner,dine-in,,Completed,Late delivery,5,1386,180,2143
B1245,C199,Milan,14-03-2022,10:01,Monday,March,Q1,Breakfast,Dine-In,UPI,Completed,,3,715,58,786
B1246,C136,MILAN ,22-09-2023,18:58,Friday,September,Q3,Lunch,DINE IN,,Completed,,6,658,94,971
B1247,C1151,milan,27-07-2022,11:10,Wednesday,July,Q3,Lunch,Dine-In,,Completed,Late delivery,5,1587,140,1783
B1248,C511,Milan,30-07-2023,19:09,Sunday,July,Q3,Lunch,Dine-In,Card,Completed,,4,1076,142,699
B1249,C743,Rome,10-02-2022,18:36,Thursday,February,Q1,Breakfast,online,Card,Completed,Late delivery,5,1004,106,524
B1250,C142,milan,28-01-2024,11:39,Sunday,January,Q1,Lunch,online,Cash,Completed,Late delivery,2,1598,102,948
B1251,C727,ROME,20-06-2022,21:31,Monday,June,Q2,Breakfast,DINE IN,,Completed,,3,693,151,923
B1252,C49,Rome,01-12-2024,14:57,Sunday,December,Q4,Breakfast,Dine-In,Cash,Refunded,,3,1219,130,1041
B1253,C559,Florence,24-03-2022,21:42,Thursday,March,Q1,Lunch,Dine-In,UPI,Refunded,,2,1578,22,1854
B1254,C620,Rome,09-02-2022,12:57,Wednesday,February,Q1,Lunch,online,,Completed,Late delivery,6,853,198,1118
B1255,C752,ROME,19-11-2023,22:50,Sunday,November,Q4,Lunch,online,UPI,Completed,,6,835,161,745
B1256,C577,MILAN ,28-09-2024,10:58,Saturday,September,Q3,Lunch,Dine-In,UPI,Refunded,,1,1960,52,2001
B1257,C498,Milan,08-08-2022,11:23,Monday,August,Q3,Breakfast,dine-in,Cash,Completed,,1,1780,23,1858
B1258,C145,milan,30-11-2023,18:40,Thursday,November,Q4,Lunch,Online,Card,Refunded,,1,1742,55,758
B1259,C381,Milan,16-06-2022,20:05,Thursday,June,Q2,Breakfast,online,Cash,Completed,,6,462,119,1006
B1260,C395,Rome,20-12-2024,22:12,Friday,December,Q4,Dinner,online,Cash,Completed,,6,1684,171,2121
B1261,C907,milan,06-05-2022,17:00,Friday,May,Q2,Breakfast,dine-in,Cash,Completed,,5,1478,68,1783
B1262,C156,milan,11-09-2022,11:54,Sunday,September,Q3,Lunch,dine-in,Cash,Completed,Late delivery,5,907,173,1194
B1263,C585,milan,03-11-2024,15:16,Sunday,November,Q4,Lunch,dine-in,Card,Refunded,Late delivery,3,876,61,482
B1264,C129,Rome,07-05-2022,14:57,Saturday,May,Q2,Dinner,Dine-In,,Completed,Late delivery,6,1213,23,1874
B1265,C653,ROME,30-06-2022,21:58,Thursday,June,Q2,Lunch,DINE IN,Card,Refunded,,6,953,135,1083
B1266,C759,Rome,10-09-2024,13:48,Tuesday,September,Q3,Lunch,Online,Cash,Completed,Late delivery,2,387,196,1072
B1267,C953,Rome,19-04-2024,14:59,Friday,April,Q2,Lunch,online,,Completed,,2,1811,118,1209
B1268,C286,MILAN ,20-02-2022,15:55,Sunday,February,Q1,Dinner,dine-in,,Completed,,4,1920,189,2204
B1269,C310,ROME,20-12-2022,11:13,Tuesday,December,Q4,Breakfast,Dine-In,,Completed,,3,990,70,394
B1270,C804,milan,15-10-2024,13:53,Tuesday,October,Q4,Dinner,Online,Cash,Completed,,5,1782,147,1236
B1271,C328,Rome,10-06-2024,19:03,Monday,June,Q2,Lunch,Dine-In,Card,Completed,Late delivery,4,1544,94,639
B1272,C1063,Rome,27-04-2023,21:13,Thursday,April,Q2,Lunch,online,Card,Completed,Late delivery,2,993,181,986
B1273,C250,ROME,28-05-2024,11:33,Tuesday,May,Q2,Lunch,Online,UPI,Refunded,,3,1457,141,479
B1274,C916,MILAN ,06-02-2022,15:15,Sunday,February,Q1,Breakfast,Online,Cash,Completed,Late delivery,4,1911,91,1486
B1275,C1183,MILAN ,29-11-2023,20:12,Wednesday,November,Q4,Breakfast,Online,Cash,Refunded,Late delivery,5,785,83,1350
B1276,C40,MILAN ,20-08-2024,17:56,Tuesday,August,Q3,Breakfast,online,Cash,Refunded,,1,1383,145,1297
B1277,C138,Rome,29-06-2023,15:49,Thursday,June,Q2,Breakfast,Online,Cash,Completed,,4,805,77,1646
B1278,C671,MILAN ,07-01-2022,22:39,Friday,January,Q1,Lunch,DINE IN,Cash,Completed,,4,943,174,2158
B1279,C386,ROME,14-02-2023,18:07,Tuesday,February,Q1,Lunch,Dine-In,Cash,Refunded,Late delivery,3,808,116,1216
B1280,C611,MILAN ,23-01-2022,12:09,Sunday,January,Q1,Lunch,Dine-In,Card,Refunded,Late delivery,4,461,114,1302
B1281,C915,Florence,30-10-2022,15:35,Sunday,October,Q4,Breakfast,DINE IN,,Completed,,3,1233,90,755
B1282,C584,milan,17-07-2024,18:08,Wednesday,July,Q3,Lunch,Dine-In,Card,Completed,,5,1277,114,640
B1283,C769,ROME,08-10-2023,09:40,Sunday,October,Q4,Lunch,Online,,Completed,,5,1857,28,1668
B1284,C664,ROME,03-08-2023,21:36,Thursday,August,Q3,Breakfast,DINE IN,Card,Refunded,Late delivery,6,570,147,480
B1285,C287,milan,20-05-2022,10:33,Friday,May,Q2,Breakfast,dine-in,Card,Completed,,3,466,125,1053
B1286,C1009,Rome,23-05-2022,17:03,Monday,May,Q2,Dinner,online,,Refunded,,5,1985,42,2017
B1287,C919,milan,01-03-2023,10:48,Wednesday,March,Q1,Lunch,dine-in,Cash,Completed,Late delivery,6,1442,26,457
